date,city,country,parameter,value,unit,latitude,longitude,year,month,day_of_week,is_weekend,season
2020-01-02,Mumbai,India,PM2.5,108.97,µg/m³,19.076,72.8777,2020,1,3,0,Verão
2020-01-03,Mumbai,India,PM2.5,113.95,µg/m³,19.076,72.8777,2020,1,4,0,Verão
2020-01-04,Mumbai,India,PM2.5,94.54,µg/m³,19.076,72.8777,2020,1,5,1,Verão
2020-01-05,Mumbai,India,PM2.5,104.79,µg/m³,19.076,72.8777,2020,1,6,1,Verão
2020-01-06,Mumbai,India,PM2.5,108.26,µg/m³,19.076,72.8777,2020,1,0,0,Verão
2020-01-07,Mumbai,India,PM2.5,87.59,µg/m³,19.076,72.8777,2020,1,1,0,Verão
2020-01-08,Mumbai,India,PM2.5,90.33,µg/m³,19.076,72.8777,2020,1,2,0,Verão
2020-01-09,Mumbai,India,PM2.5,107.66,µg/m³,19.076,72.8777,2020,1,3,0,Verão
2020-01-10,Mumbai,India,PM2.5,112.38,µg/m³,19.076,72.8777,2020,1,4,0,Verão
2020-01-11,Mumbai,India,PM2.5,101.32,µg/m³,19.076,72.8777,2020,1,5,1,Verão
2020-01-12,Mumbai,India,PM2.5,87.07,µg/m³,19.076,72.8777,2020,1,6,1,Verão
2020-01-13,Mumbai,India,PM2.5,115.9,µg/m³,19.076,72.8777,2020,1,0,0,Verão
2020-01-14,Mumbai,India,PM2.5,90.89,µg/m³,19.076,72.8777,2020,1,1,0,Verão
2020-01-15,Mumbai,India,PM2.5,93.02,µg/m³,19.076,72.8777,2020,1,2,0,Verão
2020-01-16,Mumbai,India,PM2.5,99.96,µg/m³,19.076,72.8777,2020,1,3,0,Verão
2020-01-17,Mumbai,India,PM2.5,112.24,µg/m³,19.076,72.8777,2020,1,4,0,Verão
2020-01-18,Mumbai,India,PM2.5,105.41,µg/m³,19.076,72.8777,2020,1,5,1,Verão
2020-01-19,Mumbai,India,PM2.5,101.18,µg/m³,19.076,72.8777,2020,1,6,1,Verão
2020-01-20,Mumbai,India,PM2.5,101.83,µg/m³,19.076,72.8777,2020,1,0,0,Verão
2020-01-21,Mumbai,India,PM2.5,97.79,µg/m³,19.076,72.8777,2020,1,1,0,Verão
2020-01-22,Mumbai,India,PM2.5,103.1,µg/m³,19.076,72.8777,2020,1,2,0,Verão
2020-01-23,Mumbai,India,PM2.5,72.38,µg/m³,19.076,72.8777,2020,1,3,0,Verão
2020-01-24,Mumbai,India,PM2.5,94.87,µg/m³,19.076,72.8777,2020,1,4,0,Verão
2020-01-25,Mumbai,India,PM2.5,100.41,µg/m³,19.076,72.8777,2020,1,5,1,Verão
2020-01-26,Mumbai,India,PM2.5,86.64,µg/m³,19.076,72.8777,2020,1,6,1,Verão
2020-01-27,Mumbai,India,PM2.5,102.17,µg/m³,19.076,72.8777,2020,1,0,0,Verão
2020-01-28,Mumbai,India,PM2.5,96.42,µg/m³,19.076,72.8777,2020,1,1,0,Verão
2020-01-29,Mumbai,India,PM2.5,116.17,µg/m³,19.076,72.8777,2020,1,2,0,Verão
2020-01-30,Mumbai,India,PM2.5,114.5,µg/m³,19.076,72.8777,2020,1,3,0,Verão
2020-01-31,Mumbai,India,PM2.5,94.26,µg/m³,19.076,72.8777,2020,1,4,0,Verão
2020-02-01,Mumbai,India,PM2.5,97.56,µg/m³,19.076,72.8777,2020,2,5,1,Verão
2020-02-02,Mumbai,India,PM2.5,98.48,µg/m³,19.076,72.8777,2020,2,6,1,Verão
2020-02-03,Mumbai,India,PM2.5,94.85,µg/m³,19.076,72.8777,2020,2,0,0,Verão
2020-02-04,Mumbai,India,PM2.5,101.46,µg/m³,19.076,72.8777,2020,2,1,0,Verão
2020-02-05,Mumbai,India,PM2.5,92.07,µg/m³,19.076,72.8777,2020,2,2,0,Verão
2020-02-06,Mumbai,India,PM2.5,88.48,µg/m³,19.076,72.8777,2020,2,3,0,Verão
2020-02-07,Mumbai,India,PM2.5,106.16,µg/m³,19.076,72.8777,2020,2,4,0,Verão
2020-02-08,Mumbai,India,PM2.5,106.36,µg/m³,19.076,72.8777,2020,2,5,1,Verão
2020-02-09,Mumbai,India,PM2.5,92.16,µg/m³,19.076,72.8777,2020,2,6,1,Verão
2020-02-10,Mumbai,India,PM2.5,109.29,µg/m³,19.076,72.8777,2020,2,0,0,Verão
2020-02-11,Mumbai,India,PM2.5,94.15,µg/m³,19.076,72.8777,2020,2,1,0,Verão
2020-02-12,Mumbai,India,PM2.5,103.13,µg/m³,19.076,72.8777,2020,2,2,0,Verão
2020-02-13,Mumbai,India,PM2.5,108.93,µg/m³,19.076,72.8777,2020,2,3,0,Verão
2020-02-14,Mumbai,India,PM2.5,100.52,µg/m³,19.076,72.8777,2020,2,4,0,Verão
2020-02-15,Mumbai,India,PM2.5,105.52,µg/m³,19.076,72.8777,2020,2,5,1,Verão
2020-02-16,Mumbai,India,PM2.5,95.94,µg/m³,19.076,72.8777,2020,2,6,1,Verão
2020-02-17,Mumbai,India,PM2.5,99.25,µg/m³,19.076,72.8777,2020,2,0,0,Verão
2020-02-18,Mumbai,India,PM2.5,99.28,µg/m³,19.076,72.8777,2020,2,1,0,Verão
2020-02-19,Mumbai,India,PM2.5,93.99,µg/m³,19.076,72.8777,2020,2,2,0,Verão
2020-02-20,Mumbai,India,PM2.5,99.8,µg/m³,19.076,72.8777,2020,2,3,0,Verão
2020-02-21,Mumbai,India,PM2.5,86.19,µg/m³,19.076,72.8777,2020,2,4,0,Verão
2020-02-22,Mumbai,India,PM2.5,96.87,µg/m³,19.076,72.8777,2020,2,5,1,Verão
2020-02-23,Mumbai,India,PM2.5,99.04,µg/m³,19.076,72.8777,2020,2,6,1,Verão
2020-02-24,Mumbai,India,PM2.5,99.43,µg/m³,19.076,72.8777,2020,2,0,0,Verão
2020-02-25,Mumbai,India,PM2.5,99.68,µg/m³,19.076,72.8777,2020,2,1,0,Verão
2020-02-26,Mumbai,India,PM2.5,101.58,µg/m³,19.076,72.8777,2020,2,2,0,Verão
2020-02-27,Mumbai,India,PM2.5,107.09,µg/m³,19.076,72.8777,2020,2,3,0,Verão
2020-02-28,Mumbai,India,PM2.5,111.13,µg/m³,19.076,72.8777,2020,2,4,0,Verão
2020-02-29,Mumbai,India,PM2.5,95.98,µg/m³,19.076,72.8777,2020,2,5,1,Verão
2020-03-01,Mumbai,India,PM2.5,90.54,µg/m³,19.076,72.8777,2020,3,6,1,Outono
2020-03-02,Mumbai,India,PM2.5,92.24,µg/m³,19.076,72.8777,2020,3,0,0,Outono
2020-03-03,Mumbai,India,PM2.5,97.87,µg/m³,19.076,72.8777,2020,3,1,0,Outono
2020-03-04,Mumbai,India,PM2.5,99.3,µg/m³,19.076,72.8777,2020,3,2,0,Outono
2020-03-05,Mumbai,India,PM2.5,95.2,µg/m³,19.076,72.8777,2020,3,3,0,Outono
2020-03-06,Mumbai,India,PM2.5,90.02,µg/m³,19.076,72.8777,2020,3,4,0,Outono
2020-03-07,Mumbai,India,PM2.5,98.49,µg/m³,19.076,72.8777,2020,3,5,1,Outono
2020-03-08,Mumbai,India,PM2.5,104.94,µg/m³,19.076,72.8777,2020,3,6,1,Outono
2020-03-09,Mumbai,India,PM2.5,109.14,µg/m³,19.076,72.8777,2020,3,0,0,Outono
2020-03-10,Mumbai,India,PM2.5,97.68,µg/m³,19.076,72.8777,2020,3,1,0,Outono
2020-03-11,Mumbai,India,PM2.5,99.19,µg/m³,19.076,72.8777,2020,3,2,0,Outono
2020-03-12,Mumbai,India,PM2.5,94.11,µg/m³,19.076,72.8777,2020,3,3,0,Outono
2020-03-13,Mumbai,India,PM2.5,103.12,µg/m³,19.076,72.8777,2020,3,4,0,Outono
2020-03-14,Mumbai,India,PM2.5,95.01,µg/m³,19.076,72.8777,2020,3,5,1,Outono
2020-03-15,Mumbai,India,PM2.5,109.28,µg/m³,19.076,72.8777,2020,3,6,1,Outono
2020-03-16,Mumbai,India,PM2.5,85.74,µg/m³,19.076,72.8777,2020,3,0,0,Outono
2020-03-17,Mumbai,India,PM2.5,100.04,µg/m³,19.076,72.8777,2020,3,1,0,Outono
2020-03-18,Mumbai,India,PM2.5,106.69,µg/m³,19.076,72.8777,2020,3,2,0,Outono
2020-03-19,Mumbai,India,PM2.5,105.56,µg/m³,19.076,72.8777,2020,3,3,0,Outono
2020-03-20,Mumbai,India,PM2.5,130.69,µg/m³,19.076,72.8777,2020,3,4,0,Outono
2020-03-21,Mumbai,India,PM2.5,107.29,µg/m³,19.076,72.8777,2020,3,5,1,Outono
2020-03-22,Mumbai,India,PM2.5,93.79,µg/m³,19.076,72.8777,2020,3,6,1,Outono
2020-03-23,Mumbai,India,PM2.5,102.9,µg/m³,19.076,72.8777,2020,3,0,0,Outono
2020-03-24,Mumbai,India,PM2.5,86.12,µg/m³,19.076,72.8777,2020,3,1,0,Outono
2020-03-25,Mumbai,India,PM2.5,103.1,µg/m³,19.076,72.8777,2020,3,2,0,Outono
2020-03-26,Mumbai,India,PM2.5,95.59,µg/m³,19.076,72.8777,2020,3,3,0,Outono
2020-03-27,Mumbai,India,PM2.5,113.1,µg/m³,19.076,72.8777,2020,3,4,0,Outono
2020-03-28,Mumbai,India,PM2.5,98.46,µg/m³,19.076,72.8777,2020,3,5,1,Outono
2020-03-29,Mumbai,India,PM2.5,102.8,µg/m³,19.076,72.8777,2020,3,6,1,Outono
2020-03-30,Mumbai,India,PM2.5,97.62,µg/m³,19.076,72.8777,2020,3,0,0,Outono
2020-03-31,Mumbai,India,PM2.5,121.37,µg/m³,19.076,72.8777,2020,3,1,0,Outono
2020-04-01,Mumbai,India,PM2.5,100.77,µg/m³,19.076,72.8777,2020,4,2,0,Outono
2020-04-02,Mumbai,India,PM2.5,122.31,µg/m³,19.076,72.8777,2020,4,3,0,Outono
2020-04-03,Mumbai,India,PM2.5,112.12,µg/m³,19.076,72.8777,2020,4,4,0,Outono
2020-04-04,Mumbai,India,PM2.5,108.79,µg/m³,19.076,72.8777,2020,4,5,1,Outono
2020-04-05,Mumbai,India,PM2.5,107.65,µg/m³,19.076,72.8777,2020,4,6,1,Outono
2020-04-06,Mumbai,India,PM2.5,107.89,µg/m³,19.076,72.8777,2020,4,0,0,Outono
2020-04-07,Mumbai,India,PM2.5,84.66,µg/m³,19.076,72.8777,2020,4,1,0,Outono
2020-04-08,Mumbai,India,PM2.5,101.13,µg/m³,19.076,72.8777,2020,4,2,0,Outono
2020-04-09,Mumbai,India,PM2.5,112.35,µg/m³,19.076,72.8777,2020,4,3,0,Outono
2020-04-10,Mumbai,India,PM2.5,103.38,µg/m³,19.076,72.8777,2020,4,4,0,Outono
2020-04-11,Mumbai,India,PM2.5,89.79,µg/m³,19.076,72.8777,2020,4,5,1,Outono
2020-04-12,Mumbai,India,PM2.5,103.29,µg/m³,19.076,72.8777,2020,4,6,1,Outono
2020-04-13,Mumbai,India,PM2.5,120.82,µg/m³,19.076,72.8777,2020,4,0,0,Outono
2020-04-14,Mumbai,India,PM2.5,116.21,µg/m³,19.076,72.8777,2020,4,1,0,Outono
2020-04-15,Mumbai,India,PM2.5,103.08,µg/m³,19.076,72.8777,2020,4,2,0,Outono
2020-04-16,Mumbai,India,PM2.5,113.18,µg/m³,19.076,72.8777,2020,4,3,0,Outono
2020-04-17,Mumbai,India,PM2.5,99.95,µg/m³,19.076,72.8777,2020,4,4,0,Outono
2020-04-18,Mumbai,India,PM2.5,86.53,µg/m³,19.076,72.8777,2020,4,5,1,Outono
2020-04-19,Mumbai,India,PM2.5,94.28,µg/m³,19.076,72.8777,2020,4,6,1,Outono
2020-04-20,Mumbai,India,PM2.5,119.1,µg/m³,19.076,72.8777,2020,4,0,0,Outono
2020-04-21,Mumbai,India,PM2.5,100.67,µg/m³,19.076,72.8777,2020,4,1,0,Outono
2020-04-22,Mumbai,India,PM2.5,100.92,µg/m³,19.076,72.8777,2020,4,2,0,Outono
2020-04-23,Mumbai,India,PM2.5,100.29,µg/m³,19.076,72.8777,2020,4,3,0,Outono
2020-04-24,Mumbai,India,PM2.5,122.27,µg/m³,19.076,72.8777,2020,4,4,0,Outono
2020-04-25,Mumbai,India,PM2.5,119.42,µg/m³,19.076,72.8777,2020,4,5,1,Outono
2020-04-26,Mumbai,India,PM2.5,125.28,µg/m³,19.076,72.8777,2020,4,6,1,Outono
2020-04-27,Mumbai,India,PM2.5,101.43,µg/m³,19.076,72.8777,2020,4,0,0,Outono
2020-04-28,Mumbai,India,PM2.5,105.9,µg/m³,19.076,72.8777,2020,4,1,0,Outono
2020-04-29,Mumbai,India,PM2.5,87.7,µg/m³,19.076,72.8777,2020,4,2,0,Outono
2020-04-30,Mumbai,India,PM2.5,117.55,µg/m³,19.076,72.8777,2020,4,3,0,Outono
2020-05-01,Mumbai,India,PM2.5,91.02,µg/m³,19.076,72.8777,2020,5,4,0,Outono
2020-05-02,Mumbai,India,PM2.5,104.78,µg/m³,19.076,72.8777,2020,5,5,1,Outono
2020-05-03,Mumbai,India,PM2.5,91.55,µg/m³,19.076,72.8777,2020,5,6,1,Outono
2020-05-04,Mumbai,India,PM2.5,96.55,µg/m³,19.076,72.8777,2020,5,0,0,Outono
2020-05-05,Mumbai,India,PM2.5,93.97,µg/m³,19.076,72.8777,2020,5,1,0,Outono
2020-05-06,Mumbai,India,PM2.5,96.17,µg/m³,19.076,72.8777,2020,5,2,0,Outono
2020-05-07,Mumbai,India,PM2.5,96.76,µg/m³,19.076,72.8777,2020,5,3,0,Outono
2020-05-08,Mumbai,India,PM2.5,96.57,µg/m³,19.076,72.8777,2020,5,4,0,Outono
2020-05-09,Mumbai,India,PM2.5,110.28,µg/m³,19.076,72.8777,2020,5,5,1,Outono
2020-05-10,Mumbai,India,PM2.5,90.79,µg/m³,19.076,72.8777,2020,5,6,1,Outono
2020-05-11,Mumbai,India,PM2.5,103.94,µg/m³,19.076,72.8777,2020,5,0,0,Outono
2020-05-12,Mumbai,India,PM2.5,113.8,µg/m³,19.076,72.8777,2020,5,1,0,Outono
2020-05-13,Mumbai,India,PM2.5,96.38,µg/m³,19.076,72.8777,2020,5,2,0,Outono
2020-05-14,Mumbai,India,PM2.5,94.22,µg/m³,19.076,72.8777,2020,5,3,0,Outono
2020-05-15,Mumbai,India,PM2.5,98.97,µg/m³,19.076,72.8777,2020,5,4,0,Outono
2020-05-16,Mumbai,India,PM2.5,112.96,µg/m³,19.076,72.8777,2020,5,5,1,Outono
2020-05-17,Mumbai,India,PM2.5,102.98,µg/m³,19.076,72.8777,2020,5,6,1,Outono
2020-05-18,Mumbai,India,PM2.5,95.6,µg/m³,19.076,72.8777,2020,5,0,0,Outono
2020-05-19,Mumbai,India,PM2.5,105.63,µg/m³,19.076,72.8777,2020,5,1,0,Outono
2020-05-20,Mumbai,India,PM2.5,89.64,µg/m³,19.076,72.8777,2020,5,2,0,Outono
2020-05-21,Mumbai,India,PM2.5,107.35,µg/m³,19.076,72.8777,2020,5,3,0,Outono
2020-05-22,Mumbai,India,PM2.5,104.49,µg/m³,19.076,72.8777,2020,5,4,0,Outono
2020-05-23,Mumbai,India,PM2.5,97.19,µg/m³,19.076,72.8777,2020,5,5,1,Outono
2020-05-24,Mumbai,India,PM2.5,91.75,µg/m³,19.076,72.8777,2020,5,6,1,Outono
2020-05-25,Mumbai,India,PM2.5,91.13,µg/m³,19.076,72.8777,2020,5,0,0,Outono
2020-05-26,Mumbai,India,PM2.5,105.21,µg/m³,19.076,72.8777,2020,5,1,0,Outono
2020-05-27,Mumbai,India,PM2.5,112.01,µg/m³,19.076,72.8777,2020,5,2,0,Outono
2020-05-28,Mumbai,India,PM2.5,93.21,µg/m³,19.076,72.8777,2020,5,3,0,Outono
2020-05-29,Mumbai,India,PM2.5,104.02,µg/m³,19.076,72.8777,2020,5,4,0,Outono
2020-05-30,Mumbai,India,PM2.5,78.42,µg/m³,19.076,72.8777,2020,5,5,1,Outono
2020-05-31,Mumbai,India,PM2.5,93.3,µg/m³,19.076,72.8777,2020,5,6,1,Outono
2020-06-01,Mumbai,India,PM2.5,98.68,µg/m³,19.076,72.8777,2020,6,0,0,Inverno
2020-06-02,Mumbai,India,PM2.5,89.75,µg/m³,19.076,72.8777,2020,6,1,0,Inverno
2020-06-03,Mumbai,India,PM2.5,89.33,µg/m³,19.076,72.8777,2020,6,2,0,Inverno
2020-06-04,Mumbai,India,PM2.5,91.86,µg/m³,19.076,72.8777,2020,6,3,0,Inverno
2020-06-05,Mumbai,India,PM2.5,101.31,µg/m³,19.076,72.8777,2020,6,4,0,Inverno
2020-06-06,Mumbai,India,PM2.5,96.36,µg/m³,19.076,72.8777,2020,6,5,1,Inverno
2020-06-07,Mumbai,India,PM2.5,75.69,µg/m³,19.076,72.8777,2020,6,6,1,Inverno
2020-06-08,Mumbai,India,PM2.5,76.71,µg/m³,19.076,72.8777,2020,6,0,0,Inverno
2020-06-09,Mumbai,India,PM2.5,91.69,µg/m³,19.076,72.8777,2020,6,1,0,Inverno
2020-06-10,Mumbai,India,PM2.5,102.18,µg/m³,19.076,72.8777,2020,6,2,0,Inverno
2020-06-11,Mumbai,India,PM2.5,69.96,µg/m³,19.076,72.8777,2020,6,3,0,Inverno
2020-06-12,Mumbai,India,PM2.5,92.28,µg/m³,19.076,72.8777,2020,6,4,0,Inverno
2020-06-13,Mumbai,India,PM2.5,91.85,µg/m³,19.076,72.8777,2020,6,5,1,Inverno
2020-06-14,Mumbai,India,PM2.5,110.83,µg/m³,19.076,72.8777,2020,6,6,1,Inverno
2020-06-15,Mumbai,India,PM2.5,92.93,µg/m³,19.076,72.8777,2020,6,0,0,Inverno
2020-06-16,Mumbai,India,PM2.5,100.45,µg/m³,19.076,72.8777,2020,6,1,0,Inverno
2020-06-17,Mumbai,India,PM2.5,97.87,µg/m³,19.076,72.8777,2020,6,2,0,Inverno
2020-06-18,Mumbai,India,PM2.5,74.98,µg/m³,19.076,72.8777,2020,6,3,0,Inverno
2020-06-19,Mumbai,India,PM2.5,103.8,µg/m³,19.076,72.8777,2020,6,4,0,Inverno
2020-06-20,Mumbai,India,PM2.5,98.1,µg/m³,19.076,72.8777,2020,6,5,1,Inverno
2020-06-21,Mumbai,India,PM2.5,100.86,µg/m³,19.076,72.8777,2020,6,6,1,Inverno
2020-06-22,Mumbai,India,PM2.5,134.87,µg/m³,19.076,72.8777,2020,6,0,0,Inverno
2020-06-23,Mumbai,India,PM2.5,74.6,µg/m³,19.076,72.8777,2020,6,1,0,Inverno
2020-06-24,Mumbai,India,PM2.5,112.52,µg/m³,19.076,72.8777,2020,6,2,0,Inverno
2020-06-25,Mumbai,India,PM2.5,92.23,µg/m³,19.076,72.8777,2020,6,3,0,Inverno
2020-06-26,Mumbai,India,PM2.5,97.8,µg/m³,19.076,72.8777,2020,6,4,0,Inverno
2020-06-27,Mumbai,India,PM2.5,94.3,µg/m³,19.076,72.8777,2020,6,5,1,Inverno
2020-06-28,Mumbai,India,PM2.5,90.34,µg/m³,19.076,72.8777,2020,6,6,1,Inverno
2020-01-01,Mumbai,India,NO2,61.49,µg/m³,19.076,72.8777,2020,1,2,0,Verão
2020-01-02,Mumbai,India,NO2,50.24,µg/m³,19.076,72.8777,2020,1,3,0,Verão
2020-01-03,Mumbai,India,NO2,51.2,µg/m³,19.076,72.8777,2020,1,4,0,Verão
2020-01-04,Mumbai,India,NO2,54.05,µg/m³,19.076,72.8777,2020,1,5,1,Verão
2020-01-05,Mumbai,India,NO2,71.9,µg/m³,19.076,72.8777,2020,1,6,1,Verão
2020-01-06,Mumbai,India,NO2,54.99,µg/m³,19.076,72.8777,2020,1,0,0,Verão
2020-01-07,Mumbai,India,NO2,74.32,µg/m³,19.076,72.8777,2020,1,1,0,Verão
2020-01-08,Mumbai,India,NO2,54.05,µg/m³,19.076,72.8777,2020,1,2,0,Verão
2020-01-09,Mumbai,India,NO2,63.62,µg/m³,19.076,72.8777,2020,1,3,0,Verão
2020-01-10,Mumbai,India,NO2,56.08,µg/m³,19.076,72.8777,2020,1,4,0,Verão
2020-01-11,Mumbai,India,NO2,68.25,µg/m³,19.076,72.8777,2020,1,5,1,Verão
2020-01-12,Mumbai,India,NO2,49.7,µg/m³,19.076,72.8777,2020,1,6,1,Verão
2020-01-13,Mumbai,India,NO2,68.48,µg/m³,19.076,72.8777,2020,1,0,0,Verão
2020-01-14,Mumbai,India,NO2,62.36,µg/m³,19.076,72.8777,2020,1,1,0,Verão
2020-01-15,Mumbai,India,NO2,54.99,µg/m³,19.076,72.8777,2020,1,2,0,Verão
2020-01-16,Mumbai,India,NO2,59.89,µg/m³,19.076,72.8777,2020,1,3,0,Verão
2020-01-17,Mumbai,India,NO2,77.06,µg/m³,19.076,72.8777,2020,1,4,0,Verão
2020-01-18,Mumbai,India,NO2,63.26,µg/m³,19.076,72.8777,2020,1,5,1,Verão
2020-01-19,Mumbai,India,NO2,55.02,µg/m³,19.076,72.8777,2020,1,6,1,Verão
2020-01-20,Mumbai,India,NO2,50.16,µg/m³,19.076,72.8777,2020,1,0,0,Verão
2020-01-21,Mumbai,India,NO2,67.43,µg/m³,19.076,72.8777,2020,1,1,0,Verão
2020-01-22,Mumbai,India,NO2,64.49,µg/m³,19.076,72.8777,2020,1,2,0,Verão
2020-01-23,Mumbai,India,NO2,69.65,µg/m³,19.076,72.8777,2020,1,3,0,Verão
2020-01-24,Mumbai,India,NO2,48.23,µg/m³,19.076,72.8777,2020,1,4,0,Verão
2020-01-25,Mumbai,India,NO2,51.29,µg/m³,19.076,72.8777,2020,1,5,1,Verão
2020-01-26,Mumbai,India,NO2,74.64,µg/m³,19.076,72.8777,2020,1,6,1,Verão
2020-01-27,Mumbai,India,NO2,66.64,µg/m³,19.076,72.8777,2020,1,0,0,Verão
2020-01-28,Mumbai,India,NO2,68.81,µg/m³,19.076,72.8777,2020,1,1,0,Verão
2020-01-29,Mumbai,India,NO2,54.01,µg/m³,19.076,72.8777,2020,1,2,0,Verão
2020-01-30,Mumbai,India,NO2,53.98,µg/m³,19.076,72.8777,2020,1,3,0,Verão
2020-01-31,Mumbai,India,NO2,73.85,µg/m³,19.076,72.8777,2020,1,4,0,Verão
2020-02-01,Mumbai,India,NO2,74.47,µg/m³,19.076,72.8777,2020,2,5,1,Verão
2020-02-02,Mumbai,India,NO2,53.35,µg/m³,19.076,72.8777,2020,2,6,1,Verão
2020-02-03,Mumbai,India,NO2,51.58,µg/m³,19.076,72.8777,2020,2,0,0,Verão
2020-02-04,Mumbai,India,NO2,63.44,µg/m³,19.076,72.8777,2020,2,1,0,Verão
2020-02-05,Mumbai,India,NO2,56.67,µg/m³,19.076,72.8777,2020,2,2,0,Verão
2020-02-06,Mumbai,India,NO2,56.6,µg/m³,19.076,72.8777,2020,2,3,0,Verão
2020-02-07,Mumbai,India,NO2,52.43,µg/m³,19.076,72.8777,2020,2,4,0,Verão
2020-02-08,Mumbai,India,NO2,60.4,µg/m³,19.076,72.8777,2020,2,5,1,Verão
2020-02-09,Mumbai,India,NO2,53.67,µg/m³,19.076,72.8777,2020,2,6,1,Verão
2020-02-10,Mumbai,India,NO2,54.4,µg/m³,19.076,72.8777,2020,2,0,0,Verão
2020-02-11,Mumbai,India,NO2,68.47,µg/m³,19.076,72.8777,2020,2,1,0,Verão
2020-02-12,Mumbai,India,NO2,65.06,µg/m³,19.076,72.8777,2020,2,2,0,Verão
2020-02-13,Mumbai,India,NO2,70.59,µg/m³,19.076,72.8777,2020,2,3,0,Verão
2020-02-14,Mumbai,India,NO2,49.38,µg/m³,19.076,72.8777,2020,2,4,0,Verão
2020-02-15,Mumbai,India,NO2,66.09,µg/m³,19.076,72.8777,2020,2,5,1,Verão
2020-02-16,Mumbai,India,NO2,86.87,µg/m³,19.076,72.8777,2020,2,6,1,Verão
2020-02-17,Mumbai,India,NO2,62.51,µg/m³,19.076,72.8777,2020,2,0,0,Verão
2020-02-18,Mumbai,India,NO2,74.6,µg/m³,19.076,72.8777,2020,2,1,0,Verão
2020-02-19,Mumbai,India,NO2,74.63,µg/m³,19.076,72.8777,2020,2,2,0,Verão
2020-02-20,Mumbai,India,NO2,75.23,µg/m³,19.076,72.8777,2020,2,3,0,Verão
2020-02-21,Mumbai,India,NO2,68.36,µg/m³,19.076,72.8777,2020,2,4,0,Verão
2020-02-22,Mumbai,India,NO2,72.46,µg/m³,19.076,72.8777,2020,2,5,1,Verão
2020-02-23,Mumbai,India,NO2,73.9,µg/m³,19.076,72.8777,2020,2,6,1,Verão
2020-02-24,Mumbai,India,NO2,73.37,µg/m³,19.076,72.8777,2020,2,0,0,Verão
2020-02-25,Mumbai,India,NO2,55.94,µg/m³,19.076,72.8777,2020,2,1,0,Verão
2020-02-26,Mumbai,India,NO2,50.14,µg/m³,19.076,72.8777,2020,2,2,0,Verão
2020-02-27,Mumbai,India,NO2,51.77,µg/m³,19.076,72.8777,2020,2,3,0,Verão
2020-02-28,Mumbai,India,NO2,64.7,µg/m³,19.076,72.8777,2020,2,4,0,Verão
2020-02-29,Mumbai,India,NO2,73.44,µg/m³,19.076,72.8777,2020,2,5,1,Verão
2020-03-01,Mumbai,India,NO2,56.54,µg/m³,19.076,72.8777,2020,3,6,1,Outono
2020-03-02,Mumbai,India,NO2,76.91,µg/m³,19.076,72.8777,2020,3,0,0,Outono
2020-03-03,Mumbai,India,NO2,62.73,µg/m³,19.076,72.8777,2020,3,1,0,Outono
2020-03-04,Mumbai,India,NO2,62.91,µg/m³,19.076,72.8777,2020,3,2,0,Outono
2020-03-05,Mumbai,India,NO2,59.56,µg/m³,19.076,72.8777,2020,3,3,0,Outono
2020-03-06,Mumbai,India,NO2,49.15,µg/m³,19.076,72.8777,2020,3,4,0,Outono
2020-03-07,Mumbai,India,NO2,70.36,µg/m³,19.076,72.8777,2020,3,5,1,Outono
2020-03-08,Mumbai,India,NO2,85.27,µg/m³,19.076,72.8777,2020,3,6,1,Outono
2020-03-09,Mumbai,India,NO2,67.58,µg/m³,19.076,72.8777,2020,3,0,0,Outono
2020-03-10,Mumbai,India,NO2,49.77,µg/m³,19.076,72.8777,2020,3,1,0,Outono
2020-03-11,Mumbai,India,NO2,76.14,µg/m³,19.076,72.8777,2020,3,2,0,Outono
2020-03-12,Mumbai,India,NO2,52.15,µg/m³,19.076,72.8777,2020,3,3,0,Outono
2020-03-13,Mumbai,India,NO2,56.36,µg/m³,19.076,72.8777,2020,3,4,0,Outono
2020-03-14,Mumbai,India,NO2,66.13,µg/m³,19.076,72.8777,2020,3,5,1,Outono
2020-03-15,Mumbai,India,NO2,69.79,µg/m³,19.076,72.8777,2020,3,6,1,Outono
2020-03-16,Mumbai,India,NO2,58.52,µg/m³,19.076,72.8777,2020,3,0,0,Outono
2020-03-17,Mumbai,India,NO2,65.88,µg/m³,19.076,72.8777,2020,3,1,0,Outono
2020-03-18,Mumbai,India,NO2,75.85,µg/m³,19.076,72.8777,2020,3,2,0,Outono
2020-03-19,Mumbai,India,NO2,77.26,µg/m³,19.076,72.8777,2020,3,3,0,Outono
2020-03-20,Mumbai,India,NO2,81.29,µg/m³,19.076,72.8777,2020,3,4,0,Outono
2020-03-21,Mumbai,India,NO2,87.91,µg/m³,19.076,72.8777,2020,3,5,1,Outono
2020-03-22,Mumbai,India,NO2,76.94,µg/m³,19.076,72.8777,2020,3,6,1,Outono
2020-03-23,Mumbai,India,NO2,66.7,µg/m³,19.076,72.8777,2020,3,0,0,Outono
2020-03-24,Mumbai,India,NO2,77.49,µg/m³,19.076,72.8777,2020,3,1,0,Outono
2020-03-25,Mumbai,India,NO2,73.59,µg/m³,19.076,72.8777,2020,3,2,0,Outono
2020-03-26,Mumbai,India,NO2,74.0,µg/m³,19.076,72.8777,2020,3,3,0,Outono
2020-03-27,Mumbai,India,NO2,70.73,µg/m³,19.076,72.8777,2020,3,4,0,Outono
